timestamp,val_macro_f1,best_params
20251105_1941,1.00000,"{"clf__C": 0.5, "tfidf__max_df": 0.9, "tfidf__min_df": 1, "tfidf__ngram_range": [1, 1]}"
20251105_1949,1.00000,"{"clf__C": 0.5, "tfidf__max_df": 0.9, "tfidf__min_df": 1, "tfidf__ngram_range": [1, 1]}"
20251105_2003,1.00000,"{"clf__C": 0.5, "tfidf__max_df": 0.9, "tfidf__min_df": 1, "tfidf__ngram_range": [1, 1]}"
20251105_2008,1.00000,"{"clf__C": 0.5, "tfidf__max_df": 0.9, "tfidf__min_df": 1, "tfidf__ngram_range": [1, 1]}"
